assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,gameweek,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,crowds,season
0,0,0,0,0.0,119,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,2024-08-17 14:00:00+00:00,0,8,0,0,0,0,1,0,2851,0,3,0,0.0,0,0,0,0,50,False,0,3,Mahmoud Dahoud,5,1,EVE,1080,1080,BHA,1130,1220,1,2024
0,0,0,0,0.0,119,0.0,0.0,0.0,0.0,13,0,0,0.0,0.0,2024-08-24 11:30:00+00:00,0,14,0,0,0,0,2,0,3002,0,1,2,0.0,0,-489,131,620,50,True,0,3,Mahmoud Dahoud,5,2,MUN,1140,1170,BHA,1070,1130,1,2024
0,0,0,0,0.0,119,0.0,0.0,0.0,0.0,21,0,0,0.0,0.0,2024-08-31 11:30:00+00:00,0,1,0,0,0,0,3,0,2807,0,1,1,0.0,0,-427,249,676,49,False,0,3,Mahmoud Dahoud,5,3,ARS,1360,1340,BHA,1130,1220,1,2024
0,0,0,0,0.0,119,0.0,0.0,0.0,0.0,33,0,0,0.0,0.0,2024-09-14 14:00:00+00:00,0,10,0,0,0,0,4,0,1940,0,0,0,0.0,0,-854,0,854,49,True,0,3,Mahmoud Dahoud,5,4,IPS,1080,1100,BHA,1070,1130,1,2024
0,0,0,0,0.0,119,0.0,0.0,0.0,0.0,42,0,0,0.0,0.0,2024-09-22 13:00:00+00:00,0,16,0,0,0,0,5,0,1730,0,2,2,0.0,0,-234,0,234,49,True,0,3,Mahmoud Dahoud,5,5,NFO,1130,1070,BHA,1070,1130,1,2024
0,0,0,0,0.0,119,0.0,0.0,0.0,0.0,54,0,0,0.0,0.0,2024-09-28 14:00:00+00:00,0,6,0,0,0,0,6,0,1573,0,2,4,0.0,0,-160,0,160,49,False,0,3,Mahmoud Dahoud,5,6,CHE,1130,1320,BHA,1130,1220,1,2024
0,0,0,0,0.0,119,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2024-10-06 15:30:00+00:00,0,18,0,0,0,0,7,0,1449,0,2,3,0.0,0,-121,0,121,49,True,0,3,Mahmoud Dahoud,5,7,TOT,1170,1350,BHA,1070,1130,1,2024
0,0,0,0,0.0,119,0.0,0.0,0.0,0.0,76,0,0,0.0,0.0,2024-10-19 14:00:00+00:00,0,15,0,0,0,0,8,0,1369,0,1,0,0.0,0,-85,0,85,49,False,0,3,Mahmoud Dahoud,5,8,NEW,1100,1130,BHA,1130,1220,1,2024
0,0,0,0,0.0,119,0.0,0.0,0.0,0.0,84,0,0,0.0,0.0,2024-10-26 14:00:00+00:00,0,20,0,0,0,0,9,0,1339,0,2,2,0.0,0,-30,0,30,49,True,0,3,Mahmoud Dahoud,5,9,WOL,1060,1120,BHA,1070,1130,1,2024
0,0,0,0,0.0,119,0.0,0.0,0.0,0.0,94,0,0,0.0,0.0,2024-11-02 15:00:00+00:00,0,12,0,0,0,0,10,0,1300,0,1,2,0.0,0,-38,0,38,49,False,0,3,Mahmoud Dahoud,5,10,LIV,1360,1340,BHA,1130,1220,1,2024
