assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,crowds
0,0,3,0,0.8,628,0.0,0.0,0.0,0.14,9,0,0,0.1,0.2,2023-08-13 15:30:00+00:00,13,7,0,0,0,0,1,0,3552,0,1,1,0.0,1,0,0,0,45,False,0,3,Ben Doak,11,CHE,1080,1170,LIV,1350,1390,1
0,0,0,0,0.0,628,0.0,0.0,0.0,0.0,14,0,0,0.0,0.0,2023-08-19 14:00:00+00:00,0,3,0,0,0,0,2,0,5907,0,1,3,0.0,0,841,1607,766,45,True,0,3,Ben Doak,11,BOU,1130,1075,LIV,1210,1270,1
0,0,0,0,0.0,628,0.0,0.0,0.0,0.0,29,0,0,0.0,0.0,2023-08-27 15:30:00+00:00,0,15,0,0,0,0,3,0,5451,0,2,1,0.0,0,-624,488,1112,45,False,0,3,Ben Doak,11,NEW,1050,1160,LIV,1350,1390,1
0,0,0,0,0.0,628,0.0,0.0,0.0,0.0,37,0,0,0.0,0.0,2023-09-03 13:00:00+00:00,0,2,0,0,0,0,4,0,5061,0,0,3,0.0,0,-527,289,816,45,True,0,3,Ben Doak,11,AVL,1220,1350,LIV,1210,1270,1
0,0,0,0,0.0,628,0.0,0.0,0.0,0.0,50,0,0,0.0,0.0,2023-09-16 11:30:00+00:00,0,20,0,0,0,0,5,0,5082,0,3,1,0.0,0,-210,459,669,45,False,0,3,Ben Doak,11,WOL,1085,1115,LIV,1350,1390,1
0,0,0,0,0.0,628,0.0,0.0,0.0,0.0,57,0,0,0.0,0.0,2023-09-24 13:00:00+00:00,0,19,0,0,0,0,6,0,5092,0,1,3,0.0,0,-68,384,452,44,True,0,3,Ben Doak,11,WHU,1140,1150,LIV,1210,1270,1
0,0,0,0,0.0,628,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2023-09-30 16:30:00+00:00,0,18,0,0,0,0,7,0,5201,0,1,2,0.0,0,-5,485,490,44,False,0,3,Ben Doak,11,TOT,1110,1230,LIV,1350,1390,1
0,0,0,0,0.0,628,0.0,0.0,0.0,0.0,72,0,0,0.0,0.0,2023-10-08 13:00:00+00:00,0,5,0,0,0,0,8,0,5254,0,2,2,0.0,0,11,488,477,44,False,0,3,Ben Doak,11,BHA,1070,1135,LIV,1350,1390,1
0,0,0,0,0.0,628,0.0,0.0,0.0,0.0,85,0,0,0.0,0.0,2023-10-21 11:30:00+00:00,0,9,0,0,0,0,9,0,5000,0,0,2,0.0,0,-285,209,494,44,True,0,3,Ben Doak,11,EVE,1125,1080,LIV,1210,1270,1
0,0,0,0,0.0,628,0.0,0.0,0.0,0.0,97,0,0,0.0,0.0,2023-10-29 14:00:00+00:00,0,16,0,0,0,0,10,0,4551,0,0,3,0.0,0,-464,46,510,44,True,0,3,Ben Doak,11,NFO,1125,1080,LIV,1210,1270,1
