h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,xG_rolling_3,deep_rolling_3,xGA_rolling_3,deep_allowed_rolling_3,xG_rolling_4,deep_rolling_4,xGA_rolling_4,deep_allowed_rolling_4,xG_rolling_5,deep_rolling_5,xGA_rolling_5,deep_allowed_rolling_5,xG_rolling_13,deep_rolling_13,xGA_rolling_13,deep_allowed_rolling_13,xG_rolling_16,deep_rolling_16,xGA_rolling_16,deep_allowed_rolling_16,xG_rolling_20,deep_rolling_20,xGA_rolling_20,deep_allowed_rolling_20
h,1.6172,0.386546,1.6172,0.386546,"{'att': 171, 'def': 30}","{'att': 342, 'def': 22}",12,7,4,1,2.3215,w,2022-08-06,1,0,0,3,1.230654,1.567675,6.8,1.0472316,7.8,1.567675,6.8,1.0472316,7.8,1.567675,6.8,1.0472316,7.8,1.567675,6.8,1.0472316,7.8,1.567675,6.8,1.0472316,7.8,1.567675,6.8,1.0472316,7.8
a,1.58708,1.83945,1.58708,1.83945,"{'att': 258, 'def': 21}","{'att': 193, 'def': 29}",2,12,2,2,1.1907,d,2022-08-14,0,1,0,1,-0.25237,1.6172,12.0,0.386546,7.0,1.6172,12.0,0.386546,7.0,1.6172,12.0,0.386546,7.0,1.6172,12.0,0.386546,7.0,1.6172,12.0,0.386546,7.0,1.6172,12.0,0.386546,7.0
h,1.46608,0.686123,1.46608,0.686123,"{'att': 232, 'def': 20}","{'att': 289, 'def': 14}",8,6,1,0,2.0355,w,2022-08-20,1,0,0,3,0.779957,1.60214,7.0,1.112998,9.5,1.60214,7.0,1.112998,9.5,1.60214,7.0,1.112998,9.5,1.60214,7.0,1.112998,9.5,1.60214,7.0,1.112998,9.5,1.60214,7.0,1.112998,9.5
a,2.44473,0.801369,1.68356,0.801369,"{'att': 272, 'def': 18}","{'att': 282, 'def': 29}",6,11,2,0,2.4975,w,2022-08-28,1,0,0,3,0.882191,1.5567866666666668,7.333333333333333,0.9707063333333333,8.333333333333334,1.5567866666666668,7.333333333333333,0.9707063333333333,8.333333333333334,1.5567866666666668,7.333333333333333,0.9707063333333333,8.333333333333334,1.5567866666666668,7.333333333333333,0.9707063333333333,8.333333333333334,1.5567866666666668,7.333333333333333,0.9707063333333333,8.333333333333334,1.5567866666666668,7.333333333333333,0.9707063333333333,8.333333333333334
a,0.723285,1.52267,0.723285,1.52267,"{'att': 189, 'def': 10}","{'att': 452, 'def': 16}",6,3,1,1,0.7243,d,2022-08-31,0,1,0,1,-0.799385,1.83263,5.333333333333333,1.1089806666666666,9.666666666666666,1.7787725,7.0,0.928372,9.0,1.7787725,7.0,0.928372,9.0,1.7787725,7.0,0.928372,9.0,1.7787725,7.0,0.928372,9.0,1.7787725,7.0,0.928372,9.0
h,2.67823,0.381556,2.67823,0.381556,"{'att': 229, 'def': 19}","{'att': 292, 'def': 18}",16,1,2,1,2.8029,w,2022-09-03,1,0,0,3,2.2966740000000003,1.544698333333333,6.666666666666667,1.0033873333333334,6.666666666666667,1.55529375,5.5,1.2124030000000001,8.0,1.567675,6.8,1.0472316,7.8,1.567675,6.8,1.0472316,7.8,1.567675,6.8,1.0472316,7.8,1.567675,6.8,1.0472316,7.8
h,1.98619,1.59449,1.98619,0.833326,"{'att': 297, 'def': 14}","{'att': 308, 'def': 18}",6,10,6,2,1.6507,w,2022-09-17,1,0,0,3,1.152864,1.9487483333333333,9.333333333333334,0.9018649999999999,5.0,1.82808125,9.0,0.8479295,5.25,1.7798810000000003,7.6,1.0462336,6.6,1.7527675,8.333333333333334,0.9362856666666667,6.666666666666667,1.7527675,8.333333333333334,0.9362856666666667,6.666666666666667,1.7527675,8.333333333333334,0.9362856666666667,6.666666666666667
a,1.5027,2.48403,0.741526,2.48403,"{'att': 240, 'def': 13}","{'att': 187, 'def': 18}",2,12,1,3,0.6607,l,2022-10-01,0,0,1,0,-1.7425040000000005,1.7959016666666665,9.333333333333334,1.1662386666666666,4.666666666666667,1.9581087499999998,8.5,1.07502125,6.25,1.859703,8.4,0.9972416,6.2,1.7861135714285716,8.0,1.030314857142857,7.142857142857143,1.7861135714285716,8.0,1.030314857142857,7.142857142857143,1.7861135714285716,8.0,1.030314857142857,7.142857142857143
a,0.771641,0.899735,0.771641,0.899735,"{'att': 340, 'def': 24}","{'att': 301, 'def': 21}",6,15,1,0,1.2318,w,2022-10-08,1,0,0,3,-0.1280939999999999,2.0557066666666666,8.0,1.486692,7.666666666666667,1.72260125,7.5,1.4956865,6.5,1.8670270000000002,7.2,1.356823,7.4,1.750686875,7.25,1.21202925,7.75,1.750686875,7.25,1.21202925,7.75,1.750686875,7.25,1.21202925,7.75
h,2.49409,0.560039,1.73292,0.560039,"{'att': 250, 'def': 20}","{'att': 351, 'def': 14}",8,0,2,0,2.6594,w,2022-10-15,1,0,0,3,1.172881,1.420177,4.666666666666667,1.6594183333333337,12.333333333333334,1.7346902499999999,7.5,1.33995275,9.5,1.5324092,7.2,1.3764962,8.2,1.641904,7.111111111111111,1.177329888888889,8.555555555555555,1.641904,7.111111111111111,1.177329888888889,8.555555555555555,1.641904,7.111111111111111,1.177329888888889,8.555555555555555
