h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,xG_rolling_3,deep_rolling_3,xGA_rolling_3,deep_allowed_rolling_3,xG_rolling_4,deep_rolling_4,xGA_rolling_4,deep_allowed_rolling_4,xG_rolling_5,deep_rolling_5,xGA_rolling_5,deep_allowed_rolling_5,xG_rolling_13,deep_rolling_13,xGA_rolling_13,deep_allowed_rolling_13,xG_rolling_16,deep_rolling_16,xGA_rolling_16,deep_allowed_rolling_16,xG_rolling_20,deep_rolling_20,xGA_rolling_20,deep_allowed_rolling_20
a,1.10119,0.88917,1.10119,0.88917,"{'att': 181, 'def': 17}","{'att': 325, 'def': 35}",9,5,1,2,1.5274,l,2022-08-06,0,0,1,0,0.2120199999999998,1.0855256,6.6,1.147807,7.0,1.0855256,6.6,1.147807,7.0,1.0855256,6.6,1.147807,7.0,1.0855256,6.6,1.147807,7.0,1.0855256,6.6,1.147807,7.0,1.0855256,6.6,1.147807,7.0
h,0.975375,1.08813,0.975375,0.326966,"{'att': 176, 'def': 15}","{'att': 309, 'def': 21}",1,2,0,0,1.1558,d,2022-08-13,0,1,0,1,0.648409,1.10119,9.0,0.88917,5.0,1.10119,9.0,0.88917,5.0,1.10119,9.0,0.88917,5.0,1.10119,9.0,0.88917,5.0,1.10119,9.0,0.88917,5.0,1.10119,9.0,0.88917,5.0
a,0.686123,1.46608,0.686123,1.46608,"{'att': 289, 'def': 14}","{'att': 232, 'def': 20}",6,8,0,1,0.708,l,2022-08-20,0,0,1,0,-0.779957,1.0382825,5.0,0.98865,3.5,1.0382825,5.0,0.98865,3.5,1.0382825,5.0,0.98865,3.5,1.0382825,5.0,0.98865,3.5,1.0382825,5.0,0.98865,3.5,1.0382825,5.0,0.98865,3.5
h,1.13248,1.93362,1.13248,1.93362,"{'att': 246, 'def': 13}","{'att': 123, 'def': 13}",3,13,1,1,0.8057000000000001,d,2022-08-28,0,1,0,1,-0.80114,0.9208959999999999,5.333333333333333,1.1477933333333334,5.0,0.9208959999999999,5.333333333333333,1.1477933333333334,5.0,0.9208959999999999,5.333333333333333,1.1477933333333334,5.0,0.9208959999999999,5.333333333333333,1.1477933333333334,5.0,0.9208959999999999,5.333333333333333,1.1477933333333334,5.0,0.9208959999999999,5.333333333333333,1.1477933333333334,5.0
a,1.53246,0.362035,1.53246,0.362035,"{'att': 164, 'def': 24}","{'att': 317, 'def': 18}",14,7,0,0,2.3577000000000004,d,2022-08-31,0,1,0,1,1.1704249999999998,0.931326,3.3333333333333335,1.4959433333333332,7.666666666666667,0.973792,4.75,1.34425,7.0,0.973792,4.75,1.34425,7.0,0.973792,4.75,1.34425,7.0,0.973792,4.75,1.34425,7.0,0.973792,4.75,1.34425,7.0
h,1.10039,1.20838,1.10039,1.20838,"{'att': 178, 'def': 19}","{'att': 218, 'def': 29}",8,12,1,0,1.2716,w,2022-09-03,1,0,0,3,-0.10799,1.117021,7.666666666666667,1.2539116666666665,9.333333333333334,1.0816095,6.0,1.21246625,7.5,1.0855256,6.6,1.147807,7.0,1.0855256,6.6,1.147807,7.0,1.0855256,6.6,1.147807,7.0,1.0855256,6.6,1.147807,7.0
h,0.310995,1.4242,0.310995,1.4242,"{'att': 419, 'def': 23}","{'att': 301, 'def': 21}",4,8,0,3,0.4089,l,2022-09-17,0,0,1,0,-1.1132049999999998,1.25511,8.333333333333334,1.1680116666666667,10.666666666666666,1.11286325,7.75,1.24252875,10.0,1.0853656,6.4,1.211649,8.4,1.0880029999999998,6.833333333333333,1.1579024999999998,7.833333333333333,1.0880029999999998,6.833333333333333,1.1579024999999998,7.833333333333333,1.0880029999999998,6.833333333333333,1.1579024999999998,7.833333333333333
a,0.575988,1.03934,0.575988,1.03934,"{'att': 202, 'def': 10}","{'att': 278, 'def': 13}",10,4,0,2,0.9389,l,2022-10-01,0,0,1,0,-0.4633519999999999,0.9812816666666667,8.666666666666666,0.9982049999999999,9.0,1.01908125,7.25,1.23205875,10.0,0.9524896,7.0,1.278863,9.6,0.977001857142857,6.428571428571429,1.195945,7.857142857142857,0.977001857142857,6.428571428571429,1.195945,7.857142857142857,0.977001857142857,6.428571428571429,1.195945,7.857142857142857
a,0.748449,2.43092,0.748449,2.43092,"{'att': 313, 'def': 8}","{'att': 271, 'def': 24}",4,11,0,3,0.3646999999999999,l,2022-10-08,0,0,1,0,-1.682471,0.6624576666666667,7.333333333333333,1.2239733333333331,8.0,0.87995825,9.0,1.00848875,7.75,0.9304626,7.8,1.1935149999999999,8.8,0.926875125,6.875,1.176369375,7.375,0.926875125,6.875,1.176369375,7.375,0.926875125,6.875,1.176369375,7.375
h,1.22368,1.24761,0.462512,0.486443,"{'att': 168, 'def': 16}","{'att': 240, 'def': 25}",5,3,1,0,1.2896999999999998,w,2022-10-15,1,0,0,3,-0.023931,0.5451440000000001,6.0,1.6314866666666665,7.666666666666667,0.6839555,6.5,1.52571,8.75,0.8536564,8.0,1.292975,8.4,0.9070499999999999,6.555555555555555,1.315763888888889,7.777777777777778,0.9070499999999999,6.555555555555555,1.315763888888889,7.777777777777778,0.9070499999999999,6.555555555555555,1.315763888888889,7.777777777777778
