assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,season,penalties_order
0,0,0,0,0.0,133,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,8,0,0,0,0,1,0,3835,0,3,0,0.0,0,0,0,0,45,False,0,3,Adrian Mazilu,5,EVE,1080,1080,BHA,1130,1220,2024,
0,0,0,0,0.0,133,0.0,0.0,0.0,0.0,13,0,0,0.0,0.0,2024-08-24T11:30:00Z,0,14,0,0,0,0,2,0,4284,0,1,2,0.0,0,-168,320,488,45,True,0,3,Adrian Mazilu,5,MUN,1140,1170,BHA,1070,1130,2024,
0,0,0,0,0.0,133,0.0,0.0,0.0,0.0,21,0,0,0.0,0.0,2024-08-31T11:30:00Z,0,1,0,0,0,0,3,0,3823,0,1,1,0.0,0,-599,400,999,45,False,0,3,Adrian Mazilu,5,ARS,1360,1340,BHA,1130,1220,2024,
0,0,0,0,0.0,133,0.0,0.0,0.0,0.0,33,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,10,0,0,0,0,4,0,2800,0,0,0,0.0,0,-1018,0,1018,45,True,0,3,Adrian Mazilu,5,IPS,1080,1100,BHA,1070,1130,2024,
0,0,0,0,0.0,133,0.0,0.0,0.0,0.0,42,0,0,0.0,0.0,2024-09-22T13:00:00Z,0,16,0,0,0,0,5,0,2519,0,2,2,0.0,0,-311,0,311,45,True,0,3,Adrian Mazilu,5,NFO,1130,1070,BHA,1070,1130,2024,
0,0,0,0,0.0,133,0.0,0.0,0.0,0.0,54,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,6,0,0,0,0,6,0,2168,0,2,4,0.0,0,-353,0,353,45,False,0,3,Adrian Mazilu,5,CHE,1130,1320,BHA,1130,1220,2024,
0,0,0,0,0.0,133,0.0,0.0,0.0,0.0,64,0,0,0.0,0.0,2024-10-06T15:30:00Z,0,18,0,0,0,0,7,0,1985,0,2,3,0.0,0,-197,0,197,45,True,0,3,Adrian Mazilu,5,TOT,1170,1350,BHA,1070,1130,2024,
0,0,0,0,0.0,133,0.0,0.0,0.0,0.0,76,0,0,0.0,0.0,2024-10-19T14:00:00Z,0,15,0,0,0,0,8,0,1856,0,1,0,0.0,0,-125,0,125,45,False,0,3,Adrian Mazilu,5,NEW,1100,1130,BHA,1130,1220,2024,
0,0,0,0,0.0,133,0.0,0.0,0.0,0.0,84,0,0,0.0,0.0,2024-10-26T14:00:00Z,0,20,0,0,0,0,9,0,1789,0,2,2,0.0,0,-71,0,71,45,True,0,3,Adrian Mazilu,5,WOL,1060,1120,BHA,1070,1130,2024,
0,0,0,0,0.0,133,0.0,0.0,0.0,0.0,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,12,0,0,0,0,10,0,1701,0,1,2,0.0,0,-85,0,85,45,False,0,3,Adrian Mazilu,5,LIV,1360,1340,BHA,1130,1220,2024,
0,0,0,0,0.0,133,0.0,0.0,0.0,0.0,102,0,0,0.0,0.0,2024-11-09T17:30:00Z,0,13,0,0,0,0,11,0,1654,0,1,2,0.0,0,-50,0,50,45,True,0,3,Adrian Mazilu,5,MCI,1350,1390,BHA,1070,1130,2024,
0,0,0,0,0.0,133,0.0,0.0,0.0,0.0,113,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,3,0,0,0,0,12,0,1605,0,2,1,0.0,0,-52,0,52,45,False,0,3,Adrian Mazilu,5,BOU,1070,1130,BHA,1130,1220,2024,
0,0,0,0,0.0,133,0.0,0.0,0.0,0.0,122,0,0,0.0,0.0,2024-11-29T20:00:00Z,0,17,0,0,0,0,13,0,1572,0,1,1,0.0,0,-33,0,33,45,True,0,3,Adrian Mazilu,5,SOU,1070,1060,BHA,1070,1130,2024,
0,0,0,0,0.0,133,0.0,0.0,0.0,0.0,135,0,0,0.0,0.0,2024-12-05T19:30:00Z,0,9,0,0,0,0,14,0,1525,0,1,3,0.0,0,-45,0,45,45,False,0,3,Adrian Mazilu,5,FUL,1100,1100,BHA,1130,1220,2024,
