assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,crowds,season
0,0,21,1,96.2,199,0.58,1.09,0.51,0.49,7,0,0,14.5,13.4,2023-08-12 14:00:00+00:00,90,23,0,0,0,0,1,0,1431792,1,1,0,35.0,3,0,0,0,65,False,0,3,Eberechi Eze,7,SHU,1045,1020,CRY,1120,1085,1,2023
0,0,14,0,22.9,199,0.15,0.4,0.25,2.0,12,1,0,5.5,9.2,2023-08-21 19:00:00+00:00,90,1,0,0,0,0,2,0,1335065,1,1,0,23.0,2,-155238,27372,182610,65,True,0,3,Eberechi Eze,7,ARS,1370,1360,CRY,1080,1060,1,2023
0,0,7,0,20.8,199,0.07,0.42,0.35,0.97,23,1,0,5.9,17.0,2023-08-26 14:00:00+00:00,90,4,0,0,0,0,3,0,1144214,1,1,1,21.0,2,-206379,36822,243201,64,False,0,3,Eberechi Eze,7,BRE,1110,1090,CRY,1120,1085,1,2023
0,1,33,0,52.8,199,0.13,0.76,0.63,1.34,36,2,1,16.4,62.0,2023-09-03 13:00:00+00:00,90,20,0,0,0,0,4,0,985760,1,2,3,49.0,8,-170233,38788,209021,64,True,0,3,Eberechi Eze,7,WOL,1105,1100,CRY,1080,1060,1,2023
0,0,3,0,15.0,199,0.25,0.66,0.41,3.21,41,3,0,6.4,12.6,2023-09-16 14:00:00+00:00,90,2,0,0,0,0,5,0,909035,1,1,3,36.0,1,-88336,37499,125835,63,False,1,3,Eberechi Eze,7,AVL,1140,1180,CRY,1120,1085,1,2023
0,0,9,1,45.0,199,0.34,0.45,0.11,0.59,56,0,0,7.9,15.4,2023-09-23 14:00:00+00:00,90,9,0,0,0,0,6,0,890614,1,0,0,19.0,3,-26165,64761,90926,63,True,0,3,Eberechi Eze,7,FUL,1180,1170,CRY,1080,1060,1,2023
1,0,23,1,29.7,199,0.28,0.32,0.04,1.46,65,0,0,4.3,12.4,2023-09-30 14:00:00+00:00,87,14,0,0,0,0,7,0,750290,1,1,0,1.0,6,-135917,14229,150146,62,False,0,3,Eberechi Eze,7,MUN,1130,1120,CRY,1120,1085,1,2023
0,0,0,0,0.0,199,0.0,0.0,0.0,0.0,74,0,0,0.0,0.0,2023-10-07 16:30:00+00:00,0,16,0,0,0,0,8,0,553338,0,0,0,0.0,0,-197412,31627,229039,62,True,0,3,Eberechi Eze,7,NFO,1125,1080,CRY,1080,1060,1,2023
0,0,0,0,0.0,199,0.0,0.0,0.0,0.0,87,0,0,0.0,0.0,2023-10-21 14:00:00+00:00,0,15,0,0,0,0,9,0,390752,0,0,4,0.0,0,-167114,311,167425,61,False,0,3,Eberechi Eze,7,NEW,1050,1160,CRY,1120,1085,1,2023
0,0,0,0,0.0,199,0.0,0.0,0.0,0.0,96,0,0,0.0,0.0,2023-10-27 19:00:00+00:00,0,18,0,0,0,0,10,0,332939,0,2,1,0.0,0,-60825,181,61006,61,True,0,3,Eberechi Eze,7,TOT,1150,1310,CRY,1080,1060,1,2023
1,0,14,0,11.9,199,0.11,0.11,0.0,0.69,102,0,0,2.7,15.2,2023-11-04 15:00:00+00:00,32,21,0,0,0,0,11,0,319106,0,2,0,0.0,4,-15240,9627,24867,61,False,0,3,Eberechi Eze,7,BUR,1050,1040,CRY,1120,1085,1,2023
