assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,Full_Name,Unique_ID,shots,key_passes,npg,npxG,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,opponent_xG_rolling_4,opponent_deep_rolling_4,opponent_xGA_rolling_4,opponent_deep_allowed_rolling_4,opponent_xG_rolling_16,opponent_deep_rolling_16,opponent_xGA_rolling_16,opponent_deep_allowed_rolling_16,team_xG_rolling_4,team_deep_rolling_4,team_xGA_rolling_4,team_deep_allowed_rolling_4,team_xG_rolling_16,team_deep_rolling_16,team_xGA_rolling_16,team_deep_allowed_rolling_16,season,position,modified
0,0,6,1,2.6,208,0.0,0.12,0.0380891785025596,0.66,332,0,0,3.2,6.6,2024-05-15,68,5,0,0,0,0,37,0,166265,1,2,1,23.0,3,129142,132080,2938,53,False,0,Noni Madueke,177,1,0,0,0.0380891785025596,6,BHA,1070,1135,CHE,1150,1230,1.62001525,5.25,1.7256063750000004,5.75,1.37247425,7.5625,1.66345215625,7.4375,2.6043475000000003,8.75,1.3056215000000002,7.5,2.2361031875000004,9.8125,1.7938433749999998,9.0625,2023,MID,
0,0,9,0,2.1,208,0.0,0.07,0.0661384463310241,1.47,375,1,0,1.9,6.2,2024-05-19,63,3,0,0,0,0,38,0,132728,1,1,2,11.0,2,-21817,10667,32484,53,True,0,Noni Madueke,177,1,0,0,0.0661384463310241,6,BOU,1130,1075,CHE,1080,1170,1.606375,7.75,1.9205535,13.25,1.8244079375,7.75,1.6839906875,9.5,2.599345,9.75,1.48361475,8.5,2.2047531875,9.5,1.8329923125,9.125,2023,MID,
0,0,0,0,0.0,177,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2024-08-18,0,13,0,0,0,0,1,0,36421,0,2,0,0.0,0,0,0,0,65,True,0,Noni Madueke,177,0,0,0,0.0,6,MCI,1230,1350,CHE,1150,1360,3.1739875,13.5,0.6421301250000002,1.75,2.5157470625,15.8125,0.94846640625,3.75,2.4426925,10.5,1.6664547500000002,8.25,2.2747368125,9.625,1.7291985625,9.125,2024,MID,False
0,3,76,0,15.4,177,0.1261259466409683,0.65,1.1007217168807983,1.92,20,2,3,21.4,110.6,2024-08-25,90,20,0,0,0,0,2,0,35046,1,6,2,88.0,20,-6996,2609,9605,64,False,0,Noni Madueke,177,6,1,3,1.1007217168807983,6,WOL,1070,1100,CHE,1150,1360,0.7150189999999998,2.25,3.5819025,16.0,1.0478459375,4.8125,2.186672,11.0625,1.6534050000000002,10.0,1.7380750000000005,9.75,2.1935843125,9.3125,1.6473498125,9.375,2024,MID,False
0,0,-2,0,3.9,177,0.0,0.63,0.8514624238014221,0.25,23,1,0,5.0,5.0,2024-09-01,85,7,0,0,0,0,3,0,1086203,1,1,1,41.0,2,942625,1038647,96022,65,True,0,Noni Madueke,177,3,0,0,0.8514624238014221,6,CRY,1140,1110,CHE,1150,1360,1.81752,7.5,1.167449,2.75,1.6827033125,6.75,1.3734297875,5.75,1.5580725000000002,8.0,1.7311775000000005,9.75,2.2410761875,9.25,1.7535113125,9.625,2024,MID,False
0,0,11,1,14.4,177,0.0712776780128479,0.11,0.1327870190143585,1.55,32,0,0,2.6,3.2,2024-09-14,60,3,0,0,0,0,4,0,1249816,1,1,0,8.0,3,143181,377844,234663,66,False,0,Noni Madueke,177,3,1,0,0.1327870190143585,6,BOU,1080,1190,CHE,1150,1360,2.35079,7.25,1.82273,10.5,1.986949875,7.3125,1.7407508125,9.875,1.91643,6.5,1.515047,8.5,2.3128511875,8.9375,1.6086724375,8.1875,2024,MID,False
0,0,12,1,16.4,177,0.0698368325829505,0.17,0.3379615545272827,0.85,50,0,0,5.7,9.6,2024-09-21,90,19,0,0,0,0,5,0,1261725,1,3,0,31.0,3,2084,149085,147001,66,False,0,Noni Madueke,177,2,1,0,0.3379615545272827,6,WHU,1080,1100,CHE,1150,1360,1.4922074999999997,4.75,2.5313450000000004,10.25,1.4620891875,4.3125,2.42656625,12.5,1.7501840000000002,6.75,1.3988745000000002,7.25,2.2366278125,8.9375,1.5501793125,8.3125,2024,MID,False
1,0,13,0,1.2,177,0.0,0.23,0.1286199241876602,0.88,54,2,0,1.0,1.2,2024-09-28,62,5,0,0,0,0,6,0,1086672,1,2,4,8.0,5,-180325,96757,277082,66,True,0,Noni Madueke,177,1,0,0,0.1286199241876602,6,BHA,1100,1200,CHE,1150,1360,1.8210825,8.0,1.44852325,4.5,1.3979305,6.8125,1.6243179062500002,7.625,2.084194,7.0,1.2933462500000004,7.75,2.2750103125,9.25,1.5620438125,8.5625,2024,MID,False
0,3,34,0,39.3,177,0.2788770198822021,0.55,0.3349137902259826,0.59,65,1,1,16.4,44.4,2024-10-06,89,16,0,0,0,0,7,0,970210,1,1,1,80.0,10,-124780,60271,185051,65,True,0,Noni Madueke,177,7,3,1,0.3349137902259826,6,NFO,1230,1130,CHE,1150,1360,0.99595075,6.0,1.278088,4.5,1.6165971874999998,6.1875,1.28118525,6.0625,2.491454,8.0,0.9906012500000002,7.5,2.2245078125,8.375,1.5059750625,8.4375,2024,MID,False
0,0,9,0,14.3,177,0.0528028234839439,0.08,0.0362117514014244,1.87,74,2,0,4.9,7.4,2024-10-20,75,12,0,0,0,0,8,0,919864,1,1,2,27.0,2,-60332,67860,128192,65,False,0,Noni Madueke,177,1,1,0,0.0362117514014244,6,LIV,1340,1360,CHE,1150,1360,1.9495775,10.25,0.8544319999999997,3.75,2.65985125,14.875,1.09540775,5.125,2.3164765000000003,10.25,1.2923092500000002,7.25,2.1493228125,8.25,1.5122050625,8.3125,2024,MID,False
0,0,10,0,27.8,177,0.1376972794532776,0.26,0.1321231573820114,1.55,85,1,0,8.7,13.0,2024-10-27,66,15,0,0,0,0,9,0,930080,1,1,2,46.0,1,3284,66069,62785,65,True,1,Noni Madueke,177,2,2,0,0.1321231573820114,6,NEW,1150,1290,CHE,1150,1360,1.5420425,8.75,1.711671,8.0,2.0009030625,9.25,1.604545875,7.6875,2.418055,9.5,1.4642742500000003,6.5,2.2004010000000003,8.25,1.5423625625,8.0625,2024,MID,False
0,0,1,0,2.9,177,0.0,0.56,0.6330176591873169,1.76,95,1,0,1.6,0.6,2024-11-03,70,14,0,0,0,0,10,0,880670,1,1,1,12.0,2,-51676,72454,124130,65,False,0,Noni Madueke,177,2,0,0,0.6330176591873169,6,MUN,1140,1110,CHE,1150,1360,1.360197,6.5,2.456493,8.5,1.6962121250000002,8.8125,1.9404108125,8.0,2.2232225000000003,8.5,1.7102700000000002,6.25,2.090839125,8.0625,1.5751338124999998,8.4375,2024,MID,False
0,0,9,0,16.1,177,0.1250054240226745,0.51,0.2004947960376739,0.82,103,1,0,3.0,3.2,2024-11-10,67,1,0,0,0,0,11,0,793888,1,1,1,11.0,1,-88424,32601,121025,64,True,1,Noni Madueke,177,4,1,0,0.2004947960376739,6,ARS,1370,1350,CHE,1150,1360,1.4980032499999998,8.25,1.4176237500000002,6.75,2.2126164375000004,11.875,1.2077895625,5.75,1.6113025,8.0,1.948615,5.5,2.066294125,8.1875,1.4940038125,7.5625,2024,MID,False
0,0,10,1,23.9,177,0.0985931158065795,0.52,0.5423605442047119,0.32,117,0,0,9.5,12.8,2024-11-23,84,11,0,0,0,0,12,0,785011,1,2,1,58.0,3,-18431,66525,84956,64,False,0,Noni Madueke,177,3,2,0,0.5423605442047119,6,LEI,1050,1090,CHE,1150,1360,1.6066375,8.5,1.8864275000000004,5.0,1.388516325,5.0625,2.2265270000000004,9.75,1.35209,6.25,2.0221050000000003,5.75,2.046085375,8.1875,1.578269,7.5,2024,MID,False
1,0,10,0,11.0,177,0.0336738973855972,0.08,0.0380419045686721,0.47,123,0,0,4.8,18.2,2024-12-01,19,2,0,0,0,0,13,0,741475,0,0,3,19.0,3,-42779,27951,70730,64,True,1,Noni Madueke,177,1,1,0,0.0380419045686721,6,AVL,1160,1320,CHE,1150,1360,2.2923525,8.5,1.68062275,6.5,1.74738921875,7.25,1.646549625,5.5625,1.721475,8.0,1.70780925,6.0,2.083101625,8.6875,1.5593531875,7.0,2024,MID,False
1,3,38,0,17.8,177,0.1874632090330124,1.33,1.9922951459884644,1.56,140,1,1,20.0,62.0,2024-12-04,71,17,0,0,0,0,14,0,704219,1,5,1,120.0,13,-39717,30190,69907,63,False,0,Noni Madueke,177,7,1,1,1.9922951459884644,6,SOU,1060,1050,CHE,1150,1360,0.9519547500000002,5.5,1.93920025,10.0,1.187417875,5.8125,2.37332375,11.6875,1.8043375,7.75,1.4911075000000005,4.25,1.94128975,8.3125,1.5581996875,7.0,2024,MID,False
0,0,3,0,0.2,177,0.0,0.0,0.0,0.97,149,1,0,0.6,2.0,2024-12-08,4,18,0,0,0,0,15,0,768750,0,4,3,4.0,1,58754,88928,30174,63,False,0,Noni Madueke,177,0,0,0,0.0,6,TOT,1140,1300,CHE,1150,1360,1.672541,9.0,2.2982025,9.25,2.0704130625,10.9375,1.5479775625,5.6875,2.959935,10.25,1.4285175000000003,4.75,2.155191,8.5625,1.5247278125,6.875,2024,MID,False
1,1,25,0,33.4,177,0.423228919506073,0.59,0.6535383462905884,1.61,154,1,0,11.6,24.2,2024-12-15,90,4,0,0,0,0,16,0,750823,1,1,2,58.0,6,-17487,57033,74520,63,True,0,Noni Madueke,177,7,2,0,0.6535383462905884,6,BRE,1100,1350,CHE,1150,1360,1.6101625,4.75,1.91895875,7.75,1.724138125,6.0625,1.9504535,11.25,3.2930825,12.75,1.7521125000000004,5.25,2.2195197500000003,8.9375,1.6453934375,6.6875,2024,MID,False
0,0,0,0,0.8,177,0.0,0.0,0.0,0.32,164,0,0,0.4,0.0,2024-12-22,14,8,0,0,0,0,17,0,778170,0,0,0,4.0,1,23194,65489,42295,63,False,0,Noni Madueke,177,0,0,0,0.0,6,EVE,1130,1060,CHE,1150,1360,0.99826375,5.0,1.3152809999999997,6.75,1.1181783125,5.75,1.7235043125,7.75,3.2368025000000005,12.75,1.9247682500000003,6.0,2.281629125,9.25,1.6239315625,6.4375,2024,MID,False
0,0,0,0,0.0,177,0.0,0.0,0.0,0.0,174,0,0,0.0,0.0,2024-12-26,0,9,0,0,0,0,18,0,721959,0,2,1,0.0,0,-55613,33277,88890,63,True,0,Noni Madueke,177,0,0,0,0.0,6,FUL,1140,1160,CHE,1150,1360,0.8390955000000002,4.25,1.4774252499999998,6.25,1.6811637499999998,6.1875,1.162851875,5.5,3.1284325000000006,12.25,1.97361,5.0,2.310046625,8.875,1.6170834375,5.8125,2024,MID,False
0,0,5,0,14.8,177,0.0685258880257606,0.26,0.2387621402740478,1.58,186,2,0,6.2,7.8,2024-12-30,76,10,0,0,0,0,19,0,655131,1,0,2,39.0,2,-69001,24224,93225,63,False,0,Noni Madueke,177,3,1,0,0.2387621402740478,6,IPS,1070,1080,CHE,1150,1360,1.110723175,4.0,2.5318075,12.25,1.23872891875,4.125,2.249590625,8.4375,2.0592225,9.25,1.9408975000000004,4.5,2.2804785,8.875,1.5771578125,5.5625,2024,MID,False
0,0,2,0,0.3,177,0.0,0.0,0.0,0.04,194,0,0,0.2,0.0,2025-01-04,4,7,0,0,0,0,20,0,596322,0,1,1,2.0,1,-60879,15150,76029,62,False,0,Noni Madueke,177,0,0,0,0.0,6,CRY,1130,1110,CHE,1150,1360,2.041404,6.75,1.6994975,6.5,1.7285555625000002,6.3125,1.6195998125,7.625,1.8174625000000004,9.75,1.5024100000000002,3.5,2.194777875,9.75,1.6422341875000002,5.4375,2024,MID,False
0,0,9,0,21.3,177,0.2019858062267303,0.47,0.1933740675449371,1.01,208,2,0,4.7,4.0,2025-01-14,80,3,0,0,0,0,21,0,525711,1,2,2,22.0,2,-72239,7276,79515,62,True,0,Noni Madueke,177,3,2,0,0.1933740675449371,6,BOU,1140,1210,CHE,1150,1360,1.83891,9.25,1.0769942500000005,7.0,2.0924450625,8.0625,1.31820275,8.9375,1.5484500000000003,10.5,1.4069075000000002,3.5,2.231195625,10.1875,1.6259398125,5.5,2024,MID,False
