assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,Full_Name,Unique_ID,shots,key_passes,npg,npxG,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,team_xG_rolling_4,team_deep_rolling_4,team_xGA_rolling_4,team_deep_allowed_rolling_4,team_xG_rolling_16,team_deep_rolling_16,team_xGA_rolling_16,team_deep_allowed_rolling_16,opponent_xG_rolling_4,opponent_deep_rolling_4,opponent_xGA_rolling_4,opponent_deep_allowed_rolling_4,opponent_xG_rolling_16,opponent_deep_rolling_16,opponent_xGA_rolling_16,opponent_deep_allowed_rolling_16,season,position
1,0,10,1,7.6,13,0.0,0.37,0.2325789928436279,1.21,1,0,0,4.5,1.8,2022-08-05,90,7,0,0,0,0,1,0,1772492,1,2,0,36.0,6,0,0,0,80,False,0,Bukayo Saka,17,3,0,0,0.2325789928436279,1,CRY,1110,1060,ARS,1250,1320,2.2863,13.2,0.6663118000000001,3.6,2.2863,13.2,0.6663118000000001,3.6,1.3263518,4.0,1.6958356,12.4,1.3263518,4.0,1.6958356,12.4,2022,MID
0,0,18,0,43.9,13,0.3079040050506592,0.33,0.0790138989686966,0.33,11,2,0,8.1,13.8,2022-08-13,83,11,0,0,0,0,2,0,1922750,1,2,4,23.0,2,-38146,93462,131608,80,True,0,Bukayo Saka,17,1,3,0,0.0790138989686966,1,LEI,1110,1120,ARS,1250,1240,1.43601,13.0,1.20637,8.0,1.43601,13.0,1.20637,8.0,0.455695,5.0,0.931067,3.0,0.455695,5.0,0.931067,3.0,2022,MID
0,0,12,1,29.9,13,0.1636230051517486,0.15,0.0420873016119003,0.26,21,0,0,5.0,12.0,2022-08-20,87,3,0,0,0,0,3,0,1658605,1,3,0,8.0,3,-310888,67472,378360,80,False,0,Bukayo Saka,17,1,2,0,0.0420873016119003,1,BOU,1020,1050,ARS,1250,1320,2.223355,11.5,0.9485245,6.5,2.223355,11.5,0.9485245,6.5,0.3561435,1.5,1.0897675,11.0,0.3561435,1.5,1.0897675,11.0,2022,MID
1,0,19,0,25.4,13,0.0972120985388755,0.58,0.1542979925870895,0.83,31,1,0,9.8,28.0,2022-08-27,90,9,0,0,0,0,4,0,1344008,1,1,2,45.0,5,-350292,28075,378367,79,True,0,Bukayo Saka,17,2,2,0,0.1542979925870895,1,FUL,1065,1140,ARS,1250,1240,2.0525066666666665,10.333333333333334,0.7027946666666667,4.666666666666667,2.0525066666666665,10.333333333333334,0.7027946666666667,4.666666666666667,1.7518966666666664,4.333333333333333,1.6366683333333334,6.666666666666667,1.7518966666666664,4.333333333333333,1.6366683333333334,6.666666666666667,2022,MID
1,0,19,0,42.7,13,0.2093539983034134,0.79,0.5848910212516785,0.45,41,1,0,11.6,24.6,2022-08-31,87,2,0,0,0,0,5,0,1189232,1,1,2,49.0,5,-182936,22544,205480,79,True,0,Bukayo Saka,17,3,3,0,0.5848910212516785,1,AVL,1075,1130,ARS,1250,1240,2.1579475,12.0,0.7585977500000001,3.75,2.1579475,12.0,0.7585977500000001,3.75,1.0660595,7.75,1.3023425,4.5,1.0660595,7.75,1.3023425,4.5,2022,MID
0,1,20,0,18.5,13,0.011145600117743,0.47,0.5737850069999695,1.55,56,3,1,10.5,34.2,2022-09-04,90,14,0,0,0,0,6,0,1091602,1,1,3,52.0,7,-123281,34101,157382,78,False,1,Bukayo Saka,17,4,1,1,0.5737850069999695,1,MUN,1140,1165,ARS,1250,1320,2.4988725,13.25,0.53129725,2.5,2.2863,13.2,0.6663118,3.6,1.3392395,10.25,1.221249,8.0,1.3555976,9.6,1.3227792,7.4,2022,MID
2,0,28,1,41.8,13,0.1245160028338432,0.36,0.2160280048847198,0.53,72,0,0,11.7,42.6,2022-09-18,90,4,0,0,0,0,8,0,1222425,1,3,0,33.0,9,56733,108114,51381,78,False,0,Bukayo Saka,17,3,3,0,0.2160280048847198,1,BRE,1100,1130,ARS,1250,1320,2.1017925,14.75,0.8658875000000001,2.5,2.142313333333333,13.666666666666666,0.8934331666666667,3.8333333333333335,2.0610025,7.5,1.78183825,6.0,1.7604878333333334,6.0,1.413181,6.666666666666667,2022,MID
0,0,17,0,69.0,13,0.1312759965658188,0.47,0.2108290046453476,1.57,81,1,0,12.4,21.2,2022-10-01,90,18,0,0,0,0,9,0,1222918,1,1,3,34.0,2,21882,96664,74782,78,True,0,Bukayo Saka,17,3,5,0,0.2108290046453476,1,TOT,1210,1230,ARS,1250,1240,2.0041425,15.0,0.94808125,3.0,2.02487,13.0,0.8429584285714286,3.7142857142857135,1.95810875,8.5,1.07502125,6.25,1.7861135714285716,8.0,1.030314857142857,7.142857142857143,2022,MID
0,3,44,0,3.7,13,0.0,2.06,1.8855400085449217,1.01,91,2,2,17.2,70.8,2022-10-09,90,12,0,0,0,0,10,0,1146083,1,2,3,97.0,15,-84324,43669,127993,78,True,0,Bukayo Saka,17,4,0,1,1.124369978904724,1,LIV,1250,1300,ARS,1250,1240,2.0065825,13.75,1.0922545,3.25,2.082265,12.875,0.925426125,3.5,2.5398025,14.0,1.14547425,5.75,2.3227557142857145,14.714285714285714,1.3589195714285716,5.285714285714286,2022,MID
0,1,28,1,18.3,13,0.0992477983236312,0.18,0.0682094022631645,1.72,104,0,1,7.5,37.4,2022-10-16,81,24,0,0,0,0,11,0,1437635,1,1,0,19.0,9,257682,283723,26041,78,False,0,Bukayo Saka,17,1,1,1,0.0682094022631645,1,LEE,1070,1130,ARS,1250,1320,2.011575,12.75,1.2092502500000002,3.5,2.1642,13.0,0.9076177777777776,3.555555555555556,1.051444,8.5,1.867195,6.25,1.306292,6.75,1.53517275,6.375,2022,MID
