assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,crowds,season
0,0,0,0,0.0,598,0.0,0.0,0.0,0.0,85,0,0,0.0,0.0,2022-10-02 15:30:00+00:00,0,11,0,0,0,0,9,0,0,0,0,0,0.0,0,0,0,0,40,False,0,2,Lamare Bogarde,2,LEE,1070,1130,AVL,1075,1130,1,2022
0,0,0,0,0.0,598,0.0,0.0,0.0,0.0,99,0,0,0.0,0.0,2022-10-10 19:00:00+00:00,0,16,0,0,0,0,10,0,1284,0,1,1,0.0,0,807,927,120,40,False,0,2,Lamare Bogarde,2,NFO,1065,1030,AVL,1075,1130,1,2022
0,0,0,0,0.0,598,0.0,0.0,0.0,0.0,101,0,0,0.0,0.0,2022-10-16 13:00:00+00:00,0,6,0,0,0,0,11,0,2292,0,2,0,0.0,0,568,818,250,40,True,0,2,Lamare Bogarde,2,CHE,1220,1220,AVL,1070,1070,1,2022
0,0,0,0,0.0,598,0.0,0.0,0.0,0.0,116,0,0,0.0,0.0,2022-10-20 18:30:00+00:00,0,9,0,0,0,0,12,0,3328,0,0,3,0.0,0,238,524,286,40,False,0,2,Lamare Bogarde,2,FUL,1070,1120,AVL,1075,1130,1,2022
0,0,0,0,0.0,598,0.0,0.0,0.0,0.0,121,0,0,0.0,0.0,2022-10-23 13:00:00+00:00,0,4,0,0,0,0,13,0,3054,0,0,4,0.0,0,137,416,279,40,True,0,2,Lamare Bogarde,2,BRE,1160,1200,AVL,1070,1070,1,2022
0,0,0,0,0.0,598,0.0,0.0,0.0,0.0,140,0,0,0.0,0.0,2022-10-29 14:00:00+00:00,0,15,0,0,0,0,14,0,3467,0,0,4,0.0,0,104,435,331,40,False,0,2,Lamare Bogarde,2,NEW,1250,1165,AVL,1075,1130,1,2022
0,0,0,0,0.0,598,0.0,0.0,0.0,0.0,141,0,0,0.0,0.0,2022-11-06 14:00:00+00:00,0,14,0,0,0,0,15,0,3704,0,1,3,0.0,0,-9,347,356,40,True,0,2,Lamare Bogarde,2,MUN,1220,1220,AVL,1070,1070,1,2022
0,0,0,0,0.0,598,0.0,0.0,0.0,0.0,152,0,0,0.0,0.0,2022-11-13 14:00:00+00:00,0,5,0,0,0,0,16,0,4164,0,2,1,0.0,0,205,483,278,40,False,0,2,Lamare Bogarde,2,BHA,1140,1200,AVL,1075,1130,1,2022
0,0,0,0,0.0,598,0.0,0.0,0.0,0.0,162,0,0,0.0,0.0,2022-12-26 17:30:00+00:00,0,12,0,0,0,0,17,0,4844,0,3,1,0.0,0,261,1029,768,40,True,0,2,Lamare Bogarde,2,LIV,1250,1300,AVL,1070,1070,1,2022
0,0,0,0,0.0,598,0.0,0.0,0.0,0.0,178,0,0,0.0,0.0,2023-01-01 14:00:00+00:00,0,18,0,0,0,0,18,0,5037,0,2,0,0.0,0,17,243,226,40,False,0,2,Lamare Bogarde,2,TOT,1140,1170,AVL,1075,1130,1,2022
0,0,0,0,0.0,598,0.0,0.0,0.0,0.0,182,0,0,0.0,0.0,2023-01-04 20:00:00+00:00,0,20,0,0,0,0,19,0,5184,0,1,1,0.0,0,18,233,215,40,True,0,2,Lamare Bogarde,2,WOL,1100,1080,AVL,1070,1070,1,2022
0,0,0,0,0.0,598,0.0,0.0,0.0,0.0,191,0,0,0.0,0.0,2023-01-13 20:00:00+00:00,0,11,0,0,0,0,20,0,5482,0,1,2,0.0,0,61,358,297,40,True,0,2,Lamare Bogarde,2,LEE,1075,1120,AVL,1070,1070,1,2022
0,0,0,0,0.0,598,0.0,0.0,0.0,0.0,209,0,0,0.0,0.0,2023-01-21 15:00:00+00:00,0,17,0,0,0,0,21,0,5566,0,1,0,0.0,0,-29,212,241,40,False,0,2,Lamare Bogarde,2,SOU,1070,1060,AVL,1075,1130,1,2022
0,0,0,0,0.0,598,0.0,0.0,0.0,0.0,211,0,0,0.0,0.0,2023-02-04 15:00:00+00:00,0,10,0,0,0,0,22,0,5586,0,4,2,0.0,0,-202,215,417,40,True,0,2,Lamare Bogarde,2,LEI,1110,1120,AVL,1070,1070,1,2022
0,0,0,0,0.0,598,0.0,0.0,0.0,0.0,228,0,0,0.0,0.0,2023-02-12 16:30:00+00:00,0,13,0,0,0,0,23,0,5180,0,1,3,0.0,0,-402,0,402,40,False,0,2,Lamare Bogarde,2,MCI,1340,1360,AVL,1075,1130,1,2022
0,0,0,0,0.0,598,0.0,0.0,0.0,0.0,231,0,0,0.0,0.0,2023-02-18 12:30:00+00:00,0,1,0,0,0,0,24,0,4953,0,4,2,0.0,0,-236,0,236,40,True,0,2,Lamare Bogarde,2,ARS,1250,1320,AVL,1070,1070,1,2022
0,0,0,0,0.0,598,0.0,0.0,0.0,0.0,243,0,0,0.0,0.0,2023-02-25 15:00:00+00:00,0,8,0,0,0,0,25,0,4693,0,2,0,0.0,0,-223,0,223,40,False,0,2,Lamare Bogarde,2,EVE,1070,1040,AVL,1075,1130,1,2022
0,0,0,0,0.0,598,0.0,0.0,0.0,0.0,252,0,0,0.0,0.0,2023-03-04 15:00:00+00:00,0,7,0,0,0,0,26,0,4626,0,0,1,0.0,0,-109,0,109,40,True,0,2,Lamare Bogarde,2,CRY,1110,1090,AVL,1070,1070,1,2022
0,0,0,0,0.0,598,0.0,0.0,0.0,0.0,270,0,0,0.0,0.0,2023-03-12 14:00:00+00:00,0,19,0,0,0,0,27,0,4525,0,1,1,0.0,0,-100,0,100,40,False,0,2,Lamare Bogarde,2,WHU,1145,1060,AVL,1075,1130,1,2022
0,0,0,0,0.0,598,0.0,0.0,0.0,0.0,272,0,0,0.0,0.0,2023-03-18 15:00:00+00:00,0,3,0,0,0,0,28,0,4437,0,0,3,0.0,0,-80,0,80,40,True,0,2,Lamare Bogarde,2,BOU,1110,1080,AVL,1070,1070,1,2022
0,0,0,0,0.0,598,0.0,0.0,0.0,0.0,284,0,0,0.0,0.0,2023-04-01 16:30:00+00:00,0,6,0,0,0,0,29,0,4370,0,2,0,0.0,0,-78,0,78,40,False,0,2,Lamare Bogarde,2,CHE,1190,1140,AVL,1075,1130,1,2022
0,0,0,0,0.0,598,0.0,0.0,0.0,0.0,66,0,0,0.0,0.0,2023-04-04 18:45:00+00:00,0,10,0,0,0,0,29,0,4370,0,2,1,0.0,0,-78,0,78,40,False,0,2,Lamare Bogarde,2,LEI,1065,1200,AVL,1075,1130,1,2022
0,0,0,0,0.0,598,0.0,0.0,0.0,0.0,291,0,0,0.0,0.0,2023-04-08 14:00:00+00:00,0,16,0,0,0,0,30,0,4322,0,0,2,0.0,0,-49,0,49,40,True,0,2,Lamare Bogarde,2,NFO,1100,1105,AVL,1070,1070,1,2022
0,0,0,0,0.0,598,0.0,0.0,0.0,0.0,301,0,0,0.0,0.0,2023-04-15 11:30:00+00:00,0,15,0,0,0,0,31,0,4278,0,0,3,0.0,0,-46,0,46,40,True,0,2,Lamare Bogarde,2,NEW,1300,1220,AVL,1070,1070,1,2022
0,0,0,0,0.0,598,0.0,0.0,0.0,0.0,313,0,0,0.0,0.0,2023-04-22 14:00:00+00:00,0,4,0,0,0,0,32,0,4232,0,1,1,0.0,0,-44,0,44,40,False,0,2,Lamare Bogarde,2,BRE,1100,1130,AVL,1075,1130,1,2022
0,0,0,0,0.0,598,0.0,0.0,0.0,0.0,321,0,0,0.0,0.0,2023-04-25 18:45:00+00:00,0,9,0,0,0,0,33,0,4211,0,0,1,0.0,0,-23,0,23,40,True,0,2,Lamare Bogarde,2,FUL,1065,1140,AVL,1070,1070,1,2022
