code,event,finished,finished_provisional,id,kickoff_time,minutes,provisional_start_time,started,team_a,team_a_score,team_h,team_h_score,stats,team_h_difficulty,team_a_difficulty,pulse_id,team_h_xG_rolling_3,team_h_deep_rolling_3,team_h_xGA_rolling_3,team_h_deep_allowed_rolling_3,team_h_xG_rolling_4,team_h_deep_rolling_4,team_h_xGA_rolling_4,team_h_deep_allowed_rolling_4,team_h_xG_rolling_5,team_h_deep_rolling_5,team_h_xGA_rolling_5,team_h_deep_allowed_rolling_5,team_h_xG_rolling_13,team_h_deep_rolling_13,team_h_xGA_rolling_13,team_h_deep_allowed_rolling_13,team_h_xG_rolling_16,team_h_deep_rolling_16,team_h_xGA_rolling_16,team_h_deep_allowed_rolling_16,team_h_xG_rolling_20,team_h_deep_rolling_20,team_h_xGA_rolling_20,team_h_deep_allowed_rolling_20,team_a_xG_rolling_3,team_a_deep_rolling_3,team_a_xGA_rolling_3,team_a_deep_allowed_rolling_3,team_a_xG_rolling_4,team_a_deep_rolling_4,team_a_xGA_rolling_4,team_a_deep_allowed_rolling_4,team_a_xG_rolling_5,team_a_deep_rolling_5,team_a_xGA_rolling_5,team_a_deep_allowed_rolling_5,team_a_xG_rolling_13,team_a_deep_rolling_13,team_a_xGA_rolling_13,team_a_deep_allowed_rolling_13,team_a_xG_rolling_16,team_a_deep_rolling_16,team_a_xGA_rolling_16,team_a_deep_allowed_rolling_16,team_a_xG_rolling_20,team_a_deep_rolling_20,team_a_xGA_rolling_20,team_a_deep_allowed_rolling_20
2367538,1,True,True,1,2023-08-11,90,False,True,13,3,21,0,"[{'identifier': 'goals_scored', 'a': [{'value': 2, 'element': 355}, {'value': 1, 'element': 365}], 'h': []}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 343}, {'value': 1, 'element': 365}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [], 'h': []}, {'identifier': 'red_cards', 'a': [], 'h': [{'value': 1, 'element': 184}]}, {'identifier': 'saves', 'a': [{'value': 1, 'element': 352}], 'h': [{'value': 5, 'element': 596}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 355}, {'value': 2, 'element': 365}, {'value': 1, 'element': 342}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 56, 'element': 355}, {'value': 42, 'element': 365}, {'value': 32, 'element': 342}, {'value': 27, 'element': 352}, {'value': 26, 'element': 369}, {'value': 25, 'element': 343}, {'value': 25, 'element': 358}, {'value': 23, 'element': 341}, {'value': 18, 'element': 356}, {'value': 11, 'element': 344}, {'value': 7, 'element': 616}, {'value': 6, 'element': 353}, {'value': 4, 'element': 349}, {'value': 4, 'element': 357}, {'value': 3, 'element': 360}, {'value': 1, 'element': 362}], 'h': [{'value': 22, 'element': 596}, {'value': 18, 'element': 160}, {'value': 12, 'element': 157}, {'value': 12, 'element': 165}, {'value': 12, 'element': 173}, {'value': 10, 'element': 176}, {'value': 8, 'element': 594}, {'value': 6, 'element': 182}, {'value': 5, 'element': 168}, {'value': 5, 'element': 475}, {'value': 4, 'element': 605}, {'value': 3, 'element': 161}, {'value': 3, 'element': 600}, {'value': -1, 'element': 159}, {'value': -6, 'element': 184}]}]",5,2,93321,0.8701544,5.6,1.8363136,10.4,0.8701544,5.6,1.8363136,10.4,0.8701544,5.6,1.8363136,10.4,0.8701544,5.6,1.8363136,10.4,0.8701544,5.6,1.8363136,10.4,0.8701544,5.6,1.8363136,10.4,1.4405966666666663,10.666666666666666,1.5700900000000002,8.333333333333334,1.3412925,10.25,1.47406,6.5,1.639978,11.0,1.2074328,5.2,2.0571776923076923,10.846153846153848,0.8186633076923078,4.153846153846154,2.158965,11.1875,0.9097895625,4.25,2.2298143500000003,10.55,0.8943964,4.35
2367540,1,True,True,2,2023-08-12,90,False,True,16,1,1,2,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 437}], 'h': [{'value': 1, 'element': 13}, {'value': 1, 'element': 19}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 378}], 'h': [{'value': 1, 'element': 12}, {'value': 1, 'element': 20}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 453}, {'value': 1, 'element': 604}], 'h': [{'value': 1, 'element': 29}, {'value': 1, 'element': 585}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 5, 'element': 28}], 'h': [{'value': 1, 'element': 17}]}, {'identifier': 'bonus', 'a': [{'value': 2, 'element': 437}], 'h': [{'value': 3, 'element': 19}, {'value': 2, 'element': 13}]}, {'identifier': 'bps', 'a': [{'value': 26, 'element': 437}, {'value': 20, 'element': 28}, {'value': 17, 'element': 378}, {'value': 14, 'element': 439}, {'value': 10, 'element': 436}, {'value': 10, 'element': 469}, {'value': 9, 'element': 604}, {'value': 8, 'element': 442}, {'value': 8, 'element': 447}, {'value': 8, 'element': 455}, {'value': 4, 'element': 467}, {'value': 3, 'element': 468}, {'value': 2, 'element': 451}, {'value': 2, 'element': 470}, {'value': -2, 'element': 453}], 'h': [{'value': 37, 'element': 19}, {'value': 26, 'element': 13}, {'value': 23, 'element': 12}, {'value': 22, 'element': 20}, {'value': 18, 'element': 15}, {'value': 18, 'element': 540}, {'value': 11, 'element': 6}, {'value': 11, 'element': 14}, {'value': 10, 'element': 17}, {'value': 9, 'element': 25}, {'value': 8, 'element': 26}, {'value': 8, 'element': 29}, {'value': 3, 'element': 585}, {'value': 2, 'element': 5}]}]",2,5,93322,1.4911703333333337,10.333333333333334,1.2467266666666668,3.333333333333333,1.4410302499999998,9.75,1.2781050000000005,5.25,1.7094642,10.4,1.1795244,5.8,1.964108692307692,12.461538461538462,1.537810846153846,6.384615384615385,2.0115295,12.4375,1.37197745625,5.75,1.9423037,12.75,1.424979265,5.95,1.1813696666666669,2.6666666666666665,0.8324136666666666,10.666666666666666,1.36434225,4.0,1.45205025,11.0,1.2794124,3.8,1.4257582,9.8,1.1333763076923078,4.384615384615385,1.892526153846154,10.923076923076923,1.063239,4.125,2.010724375,11.4375,1.0679859,4.2,1.88004255,10.45
2367539,1,True,True,3,2023-08-12,90,False,True,19,1,3,1,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 526}], 'h': [{'value': 1, 'element': 85}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 542}], 'h': [{'value': 1, 'element': 82}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 523}, {'value': 1, 'element': 526}, {'value': 1, 'element': 532}, {'value': 1, 'element': 539}], 'h': [{'value': 1, 'element': 75}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 4, 'element': 524}], 'h': [{'value': 1, 'element': 77}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 526}, {'value': 2, 'element': 542}], 'h': [{'value': 1, 'element': 85}]}, {'identifier': 'bps', 'a': [{'value': 29, 'element': 526}, {'value': 24, 'element': 542}, {'value': 16, 'element': 524}, {'value': 12, 'element': 528}, {'value': 11, 'element': 539}, {'value': 10, 'element': 544}, {'value': 8, 'element': 522}, {'value': 8, 'element': 532}, {'value': 8, 'element': 534}, {'value': 7, 'element': 525}, {'value': 5, 'element': 523}, {'value': 3, 'element': 537}, {'value': 2, 'element': 527}, {'value': 1, 'element': 535}], 'h': [{'value': 22, 'element': 85}, {'value': 17, 'element': 643}, {'value': 13, 'element': 63}, {'value': 13, 'element': 81}, {'value': 11, 'element': 77}, {'value': 11, 'element': 82}, {'value': 11, 'element': 89}, {'value': 11, 'element': 595}, {'value': 9, 'element': 83}, {'value': 8, 'element': 65}, {'value': 4, 'element': 64}, {'value': 2, 'element': 72}, {'value': 2, 'element': 75}, {'value': 2, 'element': 76}, {'value': 1, 'element': 62}, {'value': 1, 'element': 69}]}]",2,2,93323,0.5032763333333331,5.666666666666667,1.4165099999999995,8.333333333333334,0.6818447500000001,6.5,1.5045125,9.5,1.0489218,6.8,1.470992,9.4,1.24869,6.307692307692308,1.7090444615384617,9.23076923076923,1.263353125,5.8125,1.7858651875,11.0625,1.23706505,5.55,1.77764615,10.3,1.217891333333333,8.333333333333334,2.3672226666666667,7.666666666666667,1.3549634999999998,7.25,2.073967,9.5,1.1823858,6.2,2.2589896,10.6,1.4564666923076923,4.538461538461538,1.893686153846154,9.923076923076923,1.4124753125,4.875,1.8686949375,9.3125,1.407898,4.9,1.6560735999999998,8.7
2367541,1,True,True,4,2023-08-12,90,False,True,22,1,5,4,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 326}], 'h': [{'value': 1, 'element': 122}, {'value': 1, 'element': 132}, {'value': 1, 'element': 135}, {'value': 1, 'element': 140}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 631}], 'h': [{'value': 1, 'element': 131}, {'value': 1, 'element': 143}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 315}, {'value': 1, 'element': 602}], 'h': [{'value': 1, 'element': 131}, {'value': 1, 'element': 143}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 8, 'element': 614}], 'h': [{'value': 2, 'element': 148}]}, {'identifier': 'bonus', 'a': [{'value': 2, 'element': 326}, {'value': 1, 'element': 614}], 'h': [{'value': 3, 'element': 131}, {'value': 1, 'element': 135}, {'value': 1, 'element': 140}, {'value': 1, 'element': 143}]}, {'identifier': 'bps', 'a': [{'value': 28, 'element': 326}, {'value': 26, 'element': 614}, {'value': 16, 'element': 553}, {'value': 10, 'element': 316}, {'value': 10, 'element': 575}, {'value': 10, 'element': 631}, {'value': 9, 'element': 52}, {'value': 9, 'element': 602}, {'value': 7, 'element': 340}, {'value': 6, 'element': 315}, {'value': 5, 'element': 314}, {'value': 4, 'element': 586}, {'value': 3, 'element': 317}, {'value': 3, 'element': 328}, {'value': 2, 'element': 321}, {'value': -2, 'element': 582}], 'h': [{'value': 34, 'element': 131}, {'value': 26, 'element': 135}, {'value': 26, 'element': 140}, {'value': 26, 'element': 143}, {'value': 25, 'element': 132}, {'value': 20, 'element': 122}, {'value': 19, 'element': 150}, {'value': 18, 'element': 134}, {'value': 18, 'element': 148}, {'value': 16, 'element': 142}, {'value': 12, 'element': 128}, {'value': 10, 'element': 129}, {'value': 5, 'element': 154}, {'value': 4, 'element': 133}, {'value': 2, 'element': 130}, {'value': 2, 'element': 151}]}]",2,3,93324,1.92007,10.333333333333334,1.7839463333333334,6.666666666666667,1.58842575,8.25,2.36635725,8.75,1.7132925999999995,7.0,2.084816,8.6,2.3298840769230766,9.923076923076923,1.632251846153846,7.3076923076923075,2.243189375,9.5625,1.4550360625,7.125,2.287823,9.9,1.3350389,6.0,1.6144362,7.4,2.3053948,10.0,1.6144362,7.4,2.3053948,10.0,1.6144362,7.4,2.3053948,10.0,1.6144362,7.4,2.3053948,10.0,1.6144362,7.4,2.3053948,10.0,1.6144362,7.4,2.3053948,10.0
2367542,1,True,True,5,2023-08-12,90,False,True,9,1,8,0,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 270}], 'h': []}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 267}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 285}, {'value': 1, 'element': 591}], 'h': []}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 9, 'element': 275}], 'h': [{'value': 1, 'element': 263}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 275}, {'value': 2, 'element': 271}, {'value': 1, 'element': 281}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 46, 'element': 275}, {'value': 30, 'element': 271}, {'value': 28, 'element': 281}, {'value': 25, 'element': 283}, {'value': 24, 'element': 285}, {'value': 21, 'element': 270}, {'value': 15, 'element': 276}, {'value': 13, 'element': 282}, {'value': 13, 'element': 288}, {'value': 10, 'element': 267}, {'value': 6, 'element': 278}, {'value': 4, 'element': 268}, {'value': -3, 'element': 558}], 'h': [{'value': 18, 'element': 261}, {'value': 16, 'element': 257}, {'value': 15, 'element': 254}, {'value': 12, 'element': 250}, {'value': 10, 'element': 263}, {'value': 10, 'element': 588}, {'value': 9, 'element': 256}, {'value': 8, 'element': 265}, {'value': 7, 'element': 249}, {'value': 3, 'element': 624}, {'value': 2, 'element': 601}, {'value': 1, 'element': 262}, {'value': -4, 'element': 258}]}]",2,2,93325,1.59502,4.666666666666667,0.9217413333333332,6.333333333333333,1.9318225,6.0,1.5005984999999995,8.75,2.202754,6.6,1.8654508,8.0,1.6393206153846156,5.461538461538462,1.9161226153846156,8.461538461538462,1.624648,5.75,1.9147848125,8.375,1.49786725,5.35,1.85562395,8.15,1.70257,10.333333333333334,1.5350530000000002,8.0,1.7151175,10.25,1.88270475,7.0,1.520119,9.0,1.8409078,7.6,1.1402457692307693,6.153846153846154,1.9342152307692309,8.153846153846153,1.103598875,5.75,1.8464043125,8.0,1.0472725500000002,5.45,1.8156327,8.0
2367544,1,True,True,7,2023-08-12,90,False,True,7,1,23,0,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 225}], 'h': []}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 221}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [], 'h': [{'value': 1, 'element': 471}, {'value': 1, 'element': 490}, {'value': 1, 'element': 587}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 1, 'element': 230}], 'h': [{'value': 7, 'element': 482}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 220}, {'value': 2, 'element': 234}, {'value': 1, 'element': 225}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 31, 'element': 220}, {'value': 29, 'element': 234}, {'value': 27, 'element': 225}, {'value': 26, 'element': 228}, {'value': 22, 'element': 230}, {'value': 21, 'element': 226}, {'value': 21, 'element': 242}, {'value': 14, 'element': 221}, {'value': 12, 'element': 223}, {'value': 12, 'element': 231}, {'value': 9, 'element': 240}, {'value': 3, 'element': 241}], 'h': [{'value': 22, 'element': 482}, {'value': 13, 'element': 480}, {'value': 11, 'element': 488}, {'value': 10, 'element': 484}, {'value': 10, 'element': 576}, {'value': 6, 'element': 473}, {'value': 6, 'element': 474}, {'value': 6, 'element': 489}, {'value': 4, 'element': 471}, {'value': 4, 'element': 592}, {'value': 3, 'element': 655}, {'value': 3, 'element': 656}, {'value': 2, 'element': 638}, {'value': 1, 'element': 593}, {'value': -2, 'element': 587}, {'value': -5, 'element': 490}]}]",2,2,93327,0.8203258,3.6,2.478762,12.2,0.8203258,3.6,2.478762,12.2,0.8203258,3.6,2.478762,12.2,0.8203258,3.6,2.478762,12.2,0.8203258,3.6,2.478762,12.2,0.8203258,3.6,2.478762,12.2,1.372693333333333,10.0,0.8845503333333333,6.0,1.10618725,8.5,0.95257525,4.75,1.3487258,9.4,1.1585842,4.0,1.254512153846154,7.461538461538462,1.043529846153846,5.384615384615385,1.1607828125,6.3125,1.02611425,5.9375,1.08135485,5.65,1.1988099,6.95
2367543,1,True,True,6,2023-08-12,90,False,True,2,1,15,5,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 599}], 'h': [{'value': 2, 'element': 415}, {'value': 1, 'element': 429}, {'value': 1, 'element': 433}, {'value': 1, 'element': 603}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 60}], 'h': [{'value': 1, 'element': 405}, {'value': 1, 'element': 412}, {'value': 1, 'element': 423}, {'value': 1, 'element': 603}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 36}, {'value': 1, 'element': 42}, {'value': 1, 'element': 43}, {'value': 1, 'element': 49}], 'h': [{'value': 1, 'element': 405}, {'value': 1, 'element': 406}, {'value': 1, 'element': 412}, {'value': 1, 'element': 429}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 7, 'element': 49}], 'h': [{'value': 5, 'element': 424}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 415}, {'value': 2, 'element': 603}, {'value': 1, 'element': 405}]}, {'identifier': 'bps', 'a': [{'value': 26, 'element': 599}, {'value': 18, 'element': 49}, {'value': 18, 'element': 60}, {'value': 16, 'element': 48}, {'value': 13, 'element': 42}, {'value': 12, 'element': 584}, {'value': 10, 'element': 43}, {'value': 10, 'element': 47}, {'value': 6, 'element': 41}, {'value': 6, 'element': 50}, {'value': 5, 'element': 51}, {'value': 3, 'element': 38}, {'value': 3, 'element': 54}, {'value': 3, 'element': 58}, {'value': 1, 'element': 36}, {'value': -1, 'element': 34}], 'h': [{'value': 51, 'element': 415}, {'value': 36, 'element': 603}, {'value': 27, 'element': 405}, {'value': 25, 'element': 429}, {'value': 22, 'element': 430}, {'value': 21, 'element': 433}, {'value': 20, 'element': 402}, {'value': 19, 'element': 423}, {'value': 18, 'element': 412}, {'value': 18, 'element': 424}, {'value': 14, 'element': 427}, {'value': 13, 'element': 416}, {'value': 9, 'element': 407}, {'value': 6, 'element': 406}, {'value': 3, 'element': 403}, {'value': 3, 'element': 421}]}]",3,4,93326,2.5611566666666667,11.0,0.8988800666666669,6.333333333333333,2.5086625,10.5,1.17807755,6.0,2.281378,10.6,1.20058404,6.4,2.483978153846154,10.615384615384617,1.0956050923076923,5.538461538461538,2.3034571875,10.125,1.1537307,5.875,2.15195375,10.0,1.13028036,5.4,1.9426,7.0,1.111576,6.333333333333333,1.832345,7.0,1.0351944999999998,5.25,1.5528236,6.4,1.0892756,6.6,1.6021546923076924,7.846153846153846,1.070285923076923,5.923076923076923,1.507171125,7.3125,1.1542111250000002,6.25,1.4349648,7.45,1.3855241,5.85
2367545,1,True,True,8,2023-08-13,90,False,True,18,2,4,2,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 497}, {'value': 1, 'element': 511}], 'h': [{'value': 1, 'element': 108}, {'value': 1, 'element': 119}]}, {'identifier': 'assists', 'a': [{'value': 2, 'element': 504}], 'h': [{'value': 1, 'element': 103}, {'value': 1, 'element': 106}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 504}, {'value': 1, 'element': 512}, {'value': 1, 'element': 515}, {'value': 1, 'element': 520}], 'h': [{'value': 1, 'element': 104}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 4, 'element': 520}], 'h': [{'value': 4, 'element': 101}]}, {'identifier': 'bonus', 'a': [{'value': 2, 'element': 504}, {'value': 1, 'element': 497}], 'h': [{'value': 3, 'element': 119}]}, {'identifier': 'bps', 'a': [{'value': 31, 'element': 504}, {'value': 27, 'element': 497}, {'value': 20, 'element': 493}, {'value': 20, 'element': 639}, {'value': 16, 'element': 519}, {'value': 15, 'element': 511}, {'value': 15, 'element': 520}, {'value': 12, 'element': 501}, {'value': 9, 'element': 512}, {'value': 8, 'element': 507}, {'value': 8, 'element': 515}, {'value': 5, 'element': 516}, {'value': 4, 'element': 513}, {'value': 3, 'element': 509}], 'h': [{'value': 33, 'element': 119}, {'value': 20, 'element': 103}, {'value': 17, 'element': 101}, {'value': 16, 'element': 96}, {'value': 14, 'element': 108}, {'value': 14, 'element': 112}, {'value': 9, 'element': 106}, {'value': 9, 'element': 110}, {'value': 8, 'element': 121}, {'value': 7, 'element': 90}, {'value': 7, 'element': 104}, {'value': 6, 'element': 105}, {'value': 5, 'element': 114}, {'value': 4, 'element': 98}, {'value': 3, 'element': 92}, {'value': -1, 'element': 115}]}]",3,2,93328,2.33936,8.0,1.0021573333333336,5.333333333333333,1.800493,6.75,1.249618,7.25,1.7045124,6.4,1.1876330000000002,6.4,1.4534002307692309,5.230769230769231,1.347863230769231,7.076923076923077,1.493673,5.875,1.377221375,6.125,1.4955454,6.45,1.2345663,6.65,1.6116233333333332,4.666666666666667,1.3816066666666666,7.0,1.49788,3.75,1.11287225,6.25,1.488158,3.6,1.3761198,6.4,1.5279661538461538,5.307692307692308,1.6190100769230769,7.615384615384615,1.4585864375,5.375,1.4429165625000002,7.0625,1.4314089,5.6,1.4668891000000002,7.2
2367546,1,True,True,9,2023-08-13,90,False,True,12,1,6,1,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 303}], 'h': [{'value': 1, 'element': 611}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 308}], 'h': [{'value': 1, 'element': 195}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 290}, {'value': 1, 'element': 294}, {'value': 1, 'element': 304}], 'h': [{'value': 1, 'element': 196}, {'value': 1, 'element': 199}, {'value': 1, 'element': 211}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 4, 'element': 291}], 'h': []}, {'identifier': 'bonus', 'a': [{'value': 1, 'element': 303}], 'h': [{'value': 3, 'element': 611}, {'value': 2, 'element': 195}]}, {'identifier': 'bps', 'a': [{'value': 20, 'element': 303}, {'value': 17, 'element': 309}, {'value': 16, 'element': 291}, {'value': 16, 'element': 307}, {'value': 15, 'element': 308}, {'value': 14, 'element': 302}, {'value': 13, 'element': 304}, {'value': 13, 'element': 313}, {'value': 7, 'element': 290}, {'value': 6, 'element': 295}, {'value': 5, 'element': 297}, {'value': 3, 'element': 293}, {'value': 3, 'element': 294}, {'value': 3, 'element': 628}, {'value': 1, 'element': 300}], 'h': [{'value': 27, 'element': 611}, {'value': 24, 'element': 195}, {'value': 19, 'element': 197}, {'value': 19, 'element': 217}, {'value': 18, 'element': 199}, {'value': 15, 'element': 206}, {'value': 14, 'element': 202}, {'value': 9, 'element': 145}, {'value': 8, 'element': 216}, {'value': 5, 'element': 210}, {'value': 4, 'element': 196}, {'value': 4, 'element': 609}, {'value': 4, 'element': 613}, {'value': 3, 'element': 203}, {'value': -6, 'element': 211}]}]",4,3,93329,1.619786666666667,11.666666666666666,2.548956666666667,11.666666666666666,1.46463525,11.25,2.40371,9.25,1.5254122,11.6,2.166478,9.2,1.4512646923076922,10.923076923076923,1.7237929230769231,7.153846153846154,1.4133595,10.375,1.53682175,6.5625,1.44517335,9.85,1.41486275,6.3,2.2309360000000003,14.333333333333334,1.112205333333333,3.0,2.171202,14.0,0.8801269999999998,3.0,2.0717056,13.2,0.8521266000000001,3.2,2.1361158461538463,11.615384615384617,1.2600343846153843,4.846153846153846,2.2040835,11.3125,1.1871178125,4.4375,2.1133458,10.8,1.2811343,4.55
2367547,1,True,True,10,2023-08-14,90,False,True,20,0,14,1,"[{'identifier': 'goals_scored', 'a': [], 'h': [{'value': 1, 'element': 395}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 1, 'element': 401}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 545}, {'value': 1, 'element': 565}, {'value': 1, 'element': 567}], 'h': [{'value': 1, 'element': 391}, {'value': 1, 'element': 398}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 2, 'element': 569}], 'h': [{'value': 6, 'element': 597}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 401}, {'value': 2, 'element': 395}, {'value': 1, 'element': 597}]}, {'identifier': 'bps', 'a': [{'value': 20, 'element': 559}, {'value': 19, 'element': 567}, {'value': 17, 'element': 572}, {'value': 15, 'element': 551}, {'value': 12, 'element': 569}, {'value': 11, 'element': 563}, {'value': 11, 'element': 565}, {'value': 10, 'element': 566}, {'value': 9, 'element': 545}, {'value': 9, 'element': 548}, {'value': 6, 'element': 552}, {'value': 6, 'element': 570}, {'value': 4, 'element': 562}, {'value': 3, 'element': 590}, {'value': 2, 'element': 557}], 'h': [{'value': 40, 'element': 401}, {'value': 38, 'element': 395}, {'value': 32, 'element': 597}, {'value': 25, 'element': 398}, {'value': 16, 'element': 376}, {'value': 13, 'element': 373}, {'value': 8, 'element': 372}, {'value': 7, 'element': 209}, {'value': 7, 'element': 391}, {'value': 5, 'element': 386}, {'value': 5, 'element': 396}, {'value': 4, 'element': 379}, {'value': 4, 'element': 382}, {'value': 4, 'element': 392}, {'value': 4, 'element': 397}, {'value': 2, 'element': 394}]}]",2,4,93330,3.129266666666666,14.666666666666666,1.4603443333333337,9.0,3.1222450000000004,14.25,1.1624555,7.75,2.736636,14.4,1.2832004,7.0,2.183669076923077,12.692307692307692,1.4216825384615386,5.615384615384615,2.17347625,11.5625,1.5758108125,6.1875,2.0256328,11.0,1.5231819999999998,6.25,0.6487563333333333,4.333333333333333,2.8652,11.333333333333334,0.6880797500000001,3.75,2.524295,10.25,0.6712608,3.6,2.740378,10.6,0.8492936923076922,4.153846153846154,1.981580153846154,8.307692307692308,0.85850875,4.6875,1.9080203125,8.0625,0.913029,4.55,1.859748,8.3
